taxid	organism_name
120576	Brucella pinnipedialis
29461	Brucella suis
152480	Burkholderia ambifaria
179879	Burkholderia anthina
95486	Burkholderia cenocepacia
292	Burkholderia cepacia
488447	Burkholderia contaminans
488732	Burkholderia diffusa
152500	Burkholderia dolosa
28095	Burkholderia gladioli
488446	Burkholderia latens
13373	Burkholderia mallei
488729	Burkholderia metallica
87883	Burkholderia multivorans
342113	Burkholderia oklahomensis
28450	Burkholderia pseudomallei
1207504	Burkholderia pseudomultivorans
488731	Burkholderia seminalis
95485	Burkholderia stabilis
1503054	Burkholderia stagnalis
57975	Burkholderia thailandensis
101571	Burkholderia ubonensis
60552	Burkholderia vietnamiensis
195	Campylobacter coli
199	Campylobacter concisus
200	Campylobacter curvus
824	Campylobacter gracilis
28898	Campylobacter helveticus
1813019	Campylobacter hepaticus
260714	Campylobacter insulaenigrae
75658	Campylobacter lanienae
202	Campylobacter mucosalis
488546	Campylobacter peloridis
204	Campylobacter showae
1031919	Campylobacter sputorum biovar sputorum
28080	Campylobacter upsaliensis
827	Campylobacter ureolyticus
1031542	Campylobacter volucris
28188	Capnocytophaga canimorsus
28189	Capnocytophaga cynodegmi
1017	Capnocytophaga gingivalis
45242	Capnocytophaga granulosa
45243	Capnocytophaga haemolytica
327575	Capnocytophaga leadbetteri
1018	Capnocytophaga ochracea
1019	Capnocytophaga sputigena
2718	Cardiobacterium hominis
194702	Cardiobacterium valvarum
2751	Carnobacterium maltaromaticum
270498	Catabacter hongkongensis
158823	Cedecea lapagei
158822	Cedecea neteri
1710	Cellulosimicrobium cellulans
83555	Chlamydia abortus
1457141	Chlamydia avium
83557	Chlamydia caviae
83556	Chlamydia felis
1457153	Chlamydia gallinacea
83560	Chlamydia muridarum
85991	Chlamydia pecorum
83558	Chlamydia pneumoniae
83554	Chlamydia psittaci
83559	Chlamydia suis
813	Chlamydia trachomatis
394935	Chromobacterium haemolyticum
536	Chromobacterium violaceum
1241978	Chryseobacterium bernardetii
250	Chryseobacterium gleum
253	Chryseobacterium indologenes
1241982	Chryseobacterium nakagawai
536441	Chryseobacterium taklimakanense
35703	Citrobacter amalonaticus
57706	Citrobacter braakii
67824	Citrobacter farmeri
546	Citrobacter freundii
545	Citrobacter koseri
1563222	Citrobacter pasteurii
1639133	Citrobacter portucalensis
67825	Citrobacter rodentium
67827	Citrobacter werkmanii
133448	Citrobacter youngae
1496	Clostridioides difficile
29341	Clostridium argentinense
1561	Clostridium baratii
208479	Enterocloster bolteae
1491	Clostridium botulinum
1492	Clostridium butyricum
46867	Clostridium chauvoei
1494	Clostridium cochlearium
84025	Clostridium haemolyticum
1522	Clostridium innocuum
1542	Clostridium novyi
29363	Clostridium paraputrificum
1502	Clostridium perfringens
1548	Clostridium scatologenes
1504	Clostridium septicum
29370	Lacrimispora sphenoides
1509	Clostridium sporogenes
1513	Clostridium tetani
74426	Collinsella aerofaciens
225991	Comamonas aquatica
225992	Comamonas kerstersii
32013	Comamonas terrigena
285	Comamonas testosteroni
38284	Corynebacterium accolens
1697	Corynebacterium ammoniagenes
43765	Corynebacterium amycolatum
42817	Corynebacterium argentoratense
169292	Corynebacterium aurimucosum
161896	Corynebacterium camporealensis
35757	Corynebacterium cystitidis
1717	Corynebacterium diphtheriae
108486	Corynebacterium falsenii
556548	Corynebacterium freiburgense
134034	Corynebacterium freneyi
39791	Corynebacterium glucuronolyticum
156978	Corynebacterium imitans
38289	Corynebacterium jeikeium
161879	Corynebacterium kroppenstedtii
35755	Corynebacterium kutscheri
161889	Corynebacterium lipophiloflavum
441501	Corynebacterium massiliense
43768	Corynebacterium matruchotii
38301	Corynebacterium minutissimum
571915	Corynebacterium mustelae
38302	Corynebacterium mycetoides
43769	Corynebacterium propinquum
37637	Corynebacterium pseudodiphtheriticum
1719	Corynebacterium pseudotuberculosis
1724	Corynebacterium renale
258224	Corynebacterium resistens
156976	Corynebacterium riegelii
146827	Corynebacterium simulans
161899	Corynebacterium singulare
1705	Corynebacterium stationis
43770	Corynebacterium striatum
441500	Corynebacterium timonense
38304	Corynebacterium tuberculostearicum
302449	Corynebacterium tuscaniense
65058	Corynebacterium ulcerans
43771	Corynebacterium urealyticum
401472	Corynebacterium ureicelerivorans
777	Coxiella burnetii
413503	Cronobacter malonaticus
413501	Cronobacter muytjensii
28141	Cronobacter sakazakii
413502	Cronobacter turicensis
535744	Cronobacter universalis
82541	Cupriavidus gilardii
82633	Cupriavidus pauculus
164546	Cupriavidus taiwanensis
33010	Cutibacterium avidum
33011	Cutibacterium granulosum
80866	Delftia acidovorans
180282	Delftia tsuruhatensis
36740	Dermabacter hominis
1863	Dermatophilus congolensis
132132	Desulfomicrobium orale
472569	Devriesea agamarum
39950	Dialister pneumosintes
870	Dichelobacter nodosus
499555	Dietzia timorensis
29394	Dolosigranulum pigrum
45254	Dysgonomonas capnocytophagoides
156974	Dysgonomonas gadei
163665	Dysgonomonas mossii
93378	Edwardsiella hoshinae
67780	Edwardsiella ictaluri
1263550	Edwardsiella piscicida
636	Edwardsiella tarda
84112	Eggerthella lenta
944	Ehrlichia canis
945	Ehrlichia chaffeensis
779	Ehrlichia ruminantium
539	Eikenella corrodens
1117645	Elizabethkingia anophelis
238	Elizabethkingia meningoseptica
172045	Elizabethkingia miricola
247	Empedobacter brevis
343874	Empedobacter falsenii
548	Klebsiella aerogenes
61645	Enterobacter asburiae
881260	Enterobacter bugandensis
69218	Enterobacter cancerogenus
208224	Enterobacter kobei
299767	Enterobacter ludwigii
33945	Enterococcus avium
37734	Enterococcus casseliflavus
44008	Enterococcus cecorum
44009	Enterococcus dispar
53345	Enterococcus durans
1351	Enterococcus faecalis
1352	Enterococcus faecium
1353	Enterococcus gallinarum
160453	Enterococcus gilvus
1354	Enterococcus hirae
53346	Enterococcus mundtii
160454	Enterococcus pallens
44007	Enterococcus pseudoavium
71452	Enterococcus raffinosus
984991	Mycoplasma parvum
1648	Erysipelothrix rhusiopathiae
208962	Escherichia albertii
562	Escherichia coli
564	Escherichia fergusonii
565	Atlantibacter hermannii
1736	Eubacterium limosum
76124	Eubacterium minutum
35518	Eubacterium nodatum
143393	Eubacterium sulci
178214	Facklamia hominis
87650	Facklamia sourekii
853	Faecalibacterium prausnitzii
2052	Mobiluncus mulieris
2051	Mobiluncus curtisii
236753	Fastidiosipila sanguinis
143361	Filifactor alocis
1260	Finegoldia magna
292800	Flavonifractor plautii
447	Fluoribacter bozemanae
463	Fluoribacter dumoffii
622488	Francisella hispaniensis
28110	Francisella philomiragia
123824	Frederiksenia canicola
849	Fusobacterium gonidiaformans
850	Fusobacterium mortiferum
860	Fusobacterium periodonticum
861	Fusobacterium ulcerans
856	Fusobacterium varium
2702	Gardnerella vaginalis
84136	Gemella bergeri
1379	Gemella haemolysans
29391	Gemella morbillorum
84135	Gemella sanguinis
2054	Gordonia bronchialis
1004901	Gordonia iterans
2055	Gordonia terrae
471189	Gordonibacter pamelaeae
364410	Granulibacter bethesdensis
46124	Granulicatella adiacens
137732	Granulicatella elegans
673	Grimontia hollisae
195105	Haematobacter massiliensis
1549855	Haematospirillum jordaniae
136241	Mycoplasma haemocanis
197575	Haemophilus aegyptius
730	Haemophilus ducreyi
726	Haemophilus haemolyticus
727	Haemophilus influenzae
735	Haemophilus parahaemolyticus
729	Haemophilus parainfluenzae
736	Haemophilus paraphrohaemolyticus
738	Glaesserella parasuis
249188	Haemophilus pittmaniae
569	Hafnia alvei
546367	Hafnia paralvei
212	Helicobacter acinonychis
37372	Helicobacter bilis
56877	Helicobacter bizzozeronii
123841	Helicobacter canadensis
138563	Helicobacter cetorum
45498	Helicobacter cholecystus
213	Helicobacter cinaedi
214	Helicobacter felis
215	Helicobacter fennelliae
35817	Helicobacter heilmannii
32025	Helicobacter hepaticus
1591088	Helicobacter himalayensis
217	Helicobacter mustelae
35818	Helicobacter pullorum
210	Helicobacter pylori
1548018	Helicobacter sanguini
104628	Helicobacter suis
76936	Helicobacter typhlonius
731	Histophilus somni
43674	Jonesia denitrificans
428712	Jonquetella anthropi
206506	Kerstersia gyiorum
502	Kingella denitrificans
504	Kingella kingae
505	Kingella oralis
2058152	Klebsiella grimontii
1134687	Klebsiella michiganensis
571	Klebsiella oxytoca
244366	Klebsiella variicola
51288	Kluyvera ascorbata
580	Kluyvera cryocrescens
61648	Kluyvera intermedia
37923	Rothia kristinae
208223	Kosakonia cowanii
158877	Yokenella regensburgei
1650	Kurthia zopfii
1276	Kytococcus sedentarius
37482	Laceyella sacchari
617123	Lachnoanaerobaculum umeaense
1579	Lactobacillus acidophilus
1582	Lactobacillus casei
1613	Limosilactobacillus fermentum
1596	Lactobacillus gasseri
147802	Lactobacillus iners
109790	Lactobacillus jensenii
47715	Lactobacillus rhamnosus
1363	Lactococcus garvieae
168471	Laribacter hongkongensis
1528099	Lawsonella clevelandensis
29546	Lawsonia intracellularis
83655	Leclercia adecarboxylata
45056	Legionella adelaidensis
28082	Legionella anisa
28083	Legionella birminghamensis
29422	Legionella brunensis
28084	Legionella cherrii
28085	Legionella cincinnatiensis
45064	Legionella fairfieldensis
453	Legionella feeleii
449	Legionella hackeliae
454	Legionella israelensis
455	Legionella jamestowniensis
456	Legionella jordanis
45067	Legionella lansingensis
450	Legionella longbeachae
39962	Legionella moravica
29423	Legionella oakridgensis
45071	Legionella parisiensis
45073	Legionella quinlivanii
28087	Legionella sainthelensi
947033	Legionella steelei
40335	Legionella tucsonensis
28088	Legionella wadsworthii
61646	Lelliottia amnigena
82981	Leminorella grimontii
158841	Leminorella richardii
100053	Leptospira alexanderi
28452	Leptospira alstonii
174	Leptospira borgpetersenii
301541	Leptospira broomii
48782	Leptospira fainei
29506	Leptospira inadai
173	Leptospira interrogans
29507	Leptospira kirschneri
408139	Leptospira kmetyi
447106	Leptospira licerasiae
1137606	Leptospira mayottensis
28182	Leptospira noguchii
28183	Leptospira santarosai
28184	Leptospira weilii
409998	Leptospira wolffii
40542	Leptotrichia buccalis
157692	Pseudoleptotrichia goodfellowii
554406	Leptotrichia hongkongensis
157691	Leptotrichia shahii
109328	Leptotrichia trevisanii
33964	Leuconostoc citreum
1246	Leuconostoc lactis
33968	Leuconostoc pseudomesenteroides
1639	Listeria monocytogenes
1640	Listeria seeligeri
1421	Lysinibacillus sphaericus
1855823	Macrococcus canis
884684	Mageeibacillus indolicus
75985	Mannheimia haemolytica
85404	Mannheimia varigena
945844	Massilia oculi
907	Megasphaera elsdenii
187326	Megasphaera micronuciformis
66851	Methanobrevibacter oralis
199592	Microbacterium paraoxydans
158849	Moellerella wisconsensis
114527	Mogibacterium diversum
86332	Mogibacterium pumilum
35519	Mogibacterium timidum
480	Moraxella catarrhalis
29433	Moraxella ovis
34059	Moraxella atlantae
476	Moraxella bovis
477	Moraxella lacunata
478	Moraxella nonliquefaciens
34062	Moraxella osloensis
386891	Moraxella bovoculi
90241	Moraxella lincolnii
1056807	Morococcus cerebrosus
36809	Mycobacteroides abscessus
33894	Mycobacterium tuberculosis variant africanum
67081	Mycolicibacterium alvei
342002	Mycolicibacter arupensis
1790	Mycobacterium asiaticum
319707	Mycolicibacterium aubagnense
44454	Mycobacterium avium
146017	Mycolicibacterium boenickei
1765	Mycobacterium tuberculosis variant bovis
43348	Mycobacterium branderi
146020	Mycolicibacterium brisbanense
228230	Mycolicibacterium canariasense
115862	Mycobacterium tuberculosis variant caprae
28045	Mycobacterium celatum
1774	Mycobacteroides chelonae
222805	Mycobacterium chimaera
339268	Mycobacterium colombiense
451644	Mycolicibacterium conceptionense
81858	Mycolicibacterium elephantis
1776	Mycolicibacterium flavescens
1766	Mycolicibacterium fortuitum
948102	Mycobacteroides franklinii
36812	Mycobacterium genavense
134601	Mycolicibacterium goodii
1778	Mycobacterium gordonae
1552759	Mycobacterium grossiae
29311	Mycobacterium haemophilum
110505	Mycobacterium heckeshornense
512402	Mycolicibacter heraklionensis
152142	Mycolicibacterium holsaticum
83262	Mycobacteroides immunogenum
28445	Mycobacterium intermedium
1767	Mycobacterium intracellulare
912594	Mycolicibacterium iranicum
1768	Mycobacterium kansasii
1069220	Mycolicibacillus koreensis
354243	Mycolicibacter kumamotonensis
487514	Mycobacterium kyorinense
1769	Mycobacterium leprae
53462	Mycolicibacterium mageritense
1780	Mycobacterium malmoense
216594	Mycobacterium marinum
701042	Mycobacterium marseillense
56689	Mycolicibacterium mucogenicum
244292	Mycobacterium nebraskense
1795	Mycolicibacterium neoaurum
59813	Mycolicibacterium novocastrense
1807	Mycolicibacterium obuense
53378	Mycobacterium paraffinicum
1138383	Mycobacterium paraintracellulare
240125	Mycobacterium parascrofulaceum
43304	Mycolicibacterium peregrinum
36814	Mycolicibacterium rhodesiae
1578165	Mycobacteroides saopaulense
1783	Mycobacterium scrofulaceum
98668	Mycolicibacterium septicum
431269	Mycolicibacterium setense
243061	Mycobacterium sherrisii
29313	Mycobacterium shimoidei
1784	Mycobacterium simiae
1772	Mycolicibacterium smegmatis
1520670	Mycobacterium stephanolepidis
1787	Mycobacterium szulgai
1858794	Mycobacterium talmoniae
1788	Mycolicibacter terrae
1797	Mycolicibacterium thermoresistibile
47839	Mycobacterium triplex
1773	Mycobacterium tuberculosis
1809	Mycobacterium ulcerans
1810	Mycolicibacterium vaccae
59750	Mycolicibacterium wolinskyi
1789	Mycobacterium xenopi
347257	Mycoplasma agalactiae
1188234	Mycoplasma alkalescens
171279	Mycoplasma anatis
2094	Mycoplasma arginini
2111	Mycoplasma arthritidis
2112	Mycoplasma bovigenitalium
29553	Mycoplasma bovirhinis
1188237	Mycoplasma bovis
45362	Mycoplasma bovoculi
2113	Mycoplasmopsis californica
29554	Mycoplasma canadense
1131454	Mycoplasma canis
45361	Mycoplasma conjunctivae
50052	Mycoplasma crocodyli
1246955	Mycoplasma cynos
86660	Mycoplasma dispar
53558	Mycoplasma edwardii
2115	Mycoplasma fermentans
743971	Mycoplasma flocculare
2096	Mycoplasma gallisepticum
76629	Mycoplasma gallopavonis
2097	Mycoplasma genitalium
29501	Mycoplasma haemofelis
347256	Mycoplasma hominis
2099	Mycoplasma hyopneumoniae
936139	Mycoplasma hyorhinis
29559	Mycoplasma hyosynoviae
2105	Mycoplasma leachii
2093	Mycoplasma maculosum
2118	Mycoplasma mobile
2120	Mycoplasma neurolyticum
2121	Mycoplasma orale
743968	Mycoplasma ovipneumoniae
171632	Mycoplasma ovis
28227	Mycoplasma penetrans
142651	Mycoplasma phocidae
722438	Mycoplasma pneumoniae
48003	Mycoplasma pullorum
272635	Mycoplasma pulmonis
2123	Mycoplasma putrefaciens
1266997	Mycoplasma salivarium
57372	Mycoplasma suis
2109	Mycoplasma synoviae
65123	Mycoplasma wenyonii
76832	Myroides odoratimimus
256	Myroides odoratus
326522	Neisseria animaloris
267212	Neisseria bacilliformis
493	Neisseria canis
483	Neisseria cinerea
484	Neisseria flavescens
485	Neisseria gonorrhoeae
486	Neisseria lactamica
487	Neisseria meningitidis
488	Neisseria mucosa
29433	Neisseria ovis
490	Neisseria sicca
28449	Neisseria subflava
607711	Neisseria wadsworthii
28091	Neisseria weaveri
326523	Neisseria zoodegmatis
33994	Neorickettsia helminthoeca
950	Neorickettsia risticii
951	Neorickettsia sennetsu
120957	Nocardia abscessus
134964	Nocardia africana
404578	Nocardia amamiensis
263910	Nocardia anaemiae
257277	Nocardia aobensis
228600	Nocardia araoensis
1141647	Nocardia arizonensis
228602	Nocardia arthritidis
209252	Nocardia asiatica
1824	Nocardia asteroides
95162	Nocardia beijingensis
37326	Nocardia brasiliensis
37327	Nocardia brevicatena
37328	Nocardia carnea
257281	Nocardia concava
135487	Nocardia cyriacigeorgica
300029	Nocardia elegans
290231	Nocardia exalbida
37329	Nocardia farcinica
53429	Nocardia flavorosea
352869	Nocardia gamkensis
358707	Nocardia harenae
228599	Nocardia higoensis
145285	Nocardia ignorata
209246	Nocardia inohanensis
261477	Nocardia kruczakiae
279262	Nocardia mexicana
508464	Nocardia mikamii
209249	Nocardia niigatensis
626084	Nocardia niwae
37330	Nocardia nova
1823	Nocardia otitidiscaviarum
114259	Nocardia paucivorans
228601	Nocardia pneumoniae
45979	Nocardia pseudobrasiliensis
208602	Nocardia puris
248552	Nocardia sienata
259390	Nocardia takedensis
455432	Nocardia terpenica
248551	Nocardia testacea
257275	Nocardia thailandica
37333	Nocardia transvalensis
257274	Nocardia vermiculata
132249	Nocardia veterana
96468	Nocardia vinacea
209247	Nocardia yamanashiensis
1697053	Oblitimonas alkaliphila
529	Ochrobactrum anthropi
94625	Ochrobactrum intermedium
419475	Ochrobactrum pseudogrignonense
28118	Odoribacter splanchnicus
1713	Oerskovia turbata
90244	Oligella ureolytica
90245	Oligella urethralis
133926	Olsenella uli
237576	Oribacterium sinus
784	Orientia tsutsugamushi
28251	Ornithobacterium rhinotracheale
643674	Paenalcaligenes hominis
43663	Paenarthrobacter aurescens
44250	Paenibacillus alvei
1464	Paenibacillus larvae
1505	Paeniclostridium sordellii
93218	Pandoraea apista
93219	Pandoraea norimbergensis
93220	Pandoraea pnomenusa
93221	Pandoraea pulmonicola
93222	Pandoraea sputorum
549	Pantoea agglomerans
665913	Mixta calida
59814	Pantoea dispersa
823	Parabacteroides distasonis
328812	Parabacteroides goldsteinii
46503	Parabacteroides merdae
134537	Paraburkholderia fungorum
412963	Paraburkholderia rhizoxinica
83552	Parachlamydia acanthamoebae
1490	Paraclostridium bifermentans
1545044	Paracoccus sanguinis
147645	Paracoccus yeei
78258	Parascardovia denticolens
33033	Parvimonas micra
749	Pasteurella aerogenes
752	Pasteurella bettyae
754	Pasteurella dagmatis
633	Yersinia pseudotuberculosis
760	Pasteurella stomatis
1254	Pediococcus acidilactici
1255	Pediococcus pentosaceus
162289	Peptoniphilus coxii
507750	Peptoniphilus duerdenii
54005	Peptoniphilus harei
33030	Peptoniphilus indolicus
54006	Peptoniphilus ivorii
33031	Peptoniphilus lacrimalis
1261	Peptostreptococcus anaerobius
341694	Peptostreptococcus stomatis
291112	Photorhabdus asymbiotica
395631	Phytobacter diazotrophicus
1972431	Phytobacter ursingii
703	Plesiomonas shigelloides
61647	Pluralibacter gergoviae
28123	Porphyromonas asaccharolytica
36874	Porphyromonas cangingivalis
393921	Porphyromonas crevioricanis
837	Porphyromonas gingivalis
28125	Prevotella bivia
28126	Prevotella buccae
28127	Prevotella buccalis
28128	Prevotella corporis
52227	Prevotella dentalis
28129	Prevotella denticola
28130	Prevotella disiens
76123	Prevotella enoeca
589436	Prevotella fusca
28113	Bacteroides heparinolyticus
28131	Prevotella intermedia
1177574	Prevotella jejuni
840	Prevotella loescheii
28132	Prevotella melaninogenica
28133	Prevotella nigrescens
28135	Prevotella oralis
28135	Prevotella oris
264731	Prevotella ruminicola
589437	Prevotella scopos
28119	Bacteroides zoogleoformans
556499	Propionibacterium acidifaciens
1747	Cutibacterium acnes
119981	Propionibacterium australiense
1574624	Propionibacterium namnetense
33012	Propionimicrobium lymphophilum
126385	Providencia alcalifaciens
584	Proteus mirabilis
102862	Proteus penneri
587	Providencia rettgeri
585	Proteus vulgaris
333962	Providencia heimbachae
158850	Providencia rustigianii
588	Providencia stuartii
566	Pseudescherichia vulneris
287	Pseudomonas aeruginosa
79448	Pseudomonas alcaligenes
294	Pseudomonas fluorescens
47886	Pseudomonas luteola
300	Pseudomonas mendocina
76759	Pseudomonas monteilii
78327	Pseudomonas mosselii
47885	Pseudomonas oryzihabitans
303	Pseudomonas putida
321846	Pseudomonas simiae
96562	Pseudomonas stutzeri
2074	Pseudonocardia autotrophica
1750	Pseudopropionibacterium propionicum
113287	Pseudoramibacter alactolyticus
29432	Psychrobacter phenylpyruvicus
34038	Rahnella aquatilis
190721	Ralstonia insidiosa
105219	Ralstonia mannitolilytica
329	Ralstonia pickettii
54291	Raoultella ornithinolytica
575	Raoultella planticola
577	Raoultella terrigena
358	Agrobacterium tumefaciens
1833	Rhodococcus erythropolis
43767	Rhodococcus hoagii
1829	Rhodococcus rhodochrous
35788	Rickettsia africae
786	Rickettsia akari
33989	Rickettsia amblyommatis
787	Rickettsia australis
33990	Rickettsia bellii
788	Rickettsia canadensis
781	Rickettsia conorii
42862	Rickettsia felis
226665	Rickettsia heilongjiangensis
35789	Rickettsia helvetica
37816	Rickettsia honei
35790	Rickettsia japonica
35791	Rickettsia massiliae
33991	Rickettsia montanensis
35792	Rickettsia parkeri
782	Rickettsia prowazekii
369822	Rickettsia raoultii
33992	Rickettsia rhipicephali
783	Rickettsia rickettsii
35793	Rickettsia sibirica
35794	Rickettsia slovaca
785	Rickettsia typhi
34085	Riemerella anatipestifer
204525	Roseomonas cervicalis
192	Azospirillum brasilense
257708	Roseomonas gilardii
207340	Roseomonas mucosa
172042	Rothia aeria
2047	Rothia dentocariosa
43675	Rothia mucilaginosa
1852	Saccharomonospora viridis
54736	Salmonella bongori
28901	Salmonella enterica
78259	Scardovia inopinata
286802	Segniliparus rotundus
69823	Selenomonas sputigena
47917	Serratia fonticola
615	Serratia marcescens
618	Serratia odorifera
82996	Serratia plymuthica
28151	Serratia proteamaculans
137545	Serratia quinivorans
61652	Serratia rubidaea
38313	Shewanella algae
24	Shewanella putrefaciens
332186	Shewanella xiamenensis
621	Shigella boydii
622	Shigella dysenteriae
623	Shigella flexneri
624	Shigella sonnei
83561	Simkania negevensis
84109	Slackia exigua
84110	Slackia heliotrinireducens
40543	Sneathia sanguinegens
1239307	Sodalis praecaptivus
102148	Solobacterium moorei
1010	Sphingobacterium mizutaii
13690	Sphingobium yanoikuyae
2144	Spiroplasma mirum
985762	Staphylococcus agnetis
985002	Staphylococcus argenteus
29380	Staphylococcus caprae
46126	Staphylococcus chromogenes
1282	Staphylococcus epidermidis
46127	Staphylococcus felis
1283	Staphylococcus haemolyticus
1284	Staphylococcus hyicus
42858	Staphylococcus lentus
28035	Staphylococcus lugdunensis
155085	Staphylococcus lutrae
214473	Staphylococcus nepalensis
45972	Staphylococcus pasteuri
170573	Staphylococcus pettenkoferi
283734	Staphylococcus pseudintermedius
1654388	Staphylococcus schweitzeri
464761	Staphylococcus sciuri
308354	Staphylococcus simiae
1286	Staphylococcus simulans
1255666	Staphylococcus vitulinus
1292	Staphylococcus warneri
1288	Staphylococcus xylosus
40324	Stenotrophomonas maltophilia
34105	Streptobacillus moniliformis
1326	Streptococcus acidominimus
1311	Streptococcus agalactiae
113107	Streptococcus australis
1329	Streptococcus canis
45634	Streptococcus cristatus
1335	Streptococcus equinus
197614	Streptococcus pasteurianus
1302	Streptococcus gordonii
68892	Streptococcus infantis
1346	Streptococcus iniae
1338	Streptococcus intermedius
150055	Streptococcus lutetiensis
313439	Streptococcus massiliensis
28037	Streptococcus mitis
1309	Streptococcus mutans
1303	Streptococcus oralis
1318	Streptococcus parasanguinis
1348	Streptococcus parauberis
68891	Streptococcus peroris
82348	Streptococcus pluranimalium
1313	Streptococcus pneumoniae
1340	Streptococcus porcinus
257758	Streptococcus pseudopneumoniae
361101	Streptococcus pseudoporcinus
1314	Streptococcus pyogenes
1917441	Streptococcus ruminantium
1304	Streptococcus salivarius
1305	Streptococcus sanguinis
1310	Streptococcus sobrinus
1307	Streptococcus suis
1349	Streptococcus uberis
149016	Streptococcus urinalis
78355	Streptomyces somaliensis
40545	Sutterella wadsworthensis
28112	Tannerella forsythia
466	Legionella maceachernii
451	Tatlockia micdadei
82987	Tatumella ptyseos
29575	Taylorella equigenitalis
2026	Thermoactinomyces vulgaris
81028	Treponema brennaborense
160	Treponema pallidum
158	Treponema denticola
53435	Treponema paraluiscuniculi
409322	Treponema pedis
221027	Treponema putidum
2039	Tropheryma whipplei
59561	Trueperella bernardiae
1661	Trueperella pyogenes
2061	Tsukamurella paurometabola
57704	Tsukamurella tyrosinosolvens
29321	Corynebacterium otitidis
134821	Ureaplasma parvum
2130	Ureaplasma urealyticum
39778	Veillonella dispar
187328	Veillonella montpellierensis
29466	Veillonella parvula
55601	Vibrio anguillarum
666	Vibrio cholerae
675	Vibrio cincinnatiensis
676	Vibrio fluvialis
29494	Vibrio furnissii
669	Vibrio harveyi
28172	Vibrio metschnikovii
674	Vibrio mimicus
29495	Vibrio navarrensis
29497	Vibrio splendidus
672	Vibrio vulnificus
71667	Waddlia chondrophila
1014	Weeksella virosa
759620	Weissella ceti
137591	Weissella cibaria
1583	Weissella confusa
400946	Wohlfahrtiimonas chitiniclastica
263819	Yersinia aleksiciae
29484	Yersinia frederiksenii
631	Yersinia intermedia
28152	Yersinia kristensenii
632	Yersinia pestis
29485	Yersinia rohdei
29486	Yersinia ruckeri
367190	Yersinia similis
333754	Alphapapillomavirus 10
333754	Alphapapillomavirus 13
333754	Alphapapillomavirus 14
337039	Alphapapillomavirus 3
337039	Alphapapillomavirus 4
337039	Alphapapillomavirus 6
337039	Alphapapillomavirus 7
333924	Betapapillomavirus 1
333924	Betapapillomavirus 2
333924	Betapapillomavirus 3
129727	Bovine papular stomatitis virus
131226	Cherry mottle leaf virus
1891758	Chlorocebus pygerythrus polyomavirus 1
10243	Cowpox virus
1175851	Gammapapillomavirus 6
1175851	Gammapapillomavirus 8
159604	Gorilline gammaherpesvirus 1
10407	Hepatitis B virus
12475	Hepatitis delta virus
10335	Human alphaherpesvirus 1
10335	Human alphaherpesvirus 2
10335	Human alphaherpesvirus 3
10359	Human betaherpesvirus 5
32603	Human betaherpesvirus 6A
32604	Human betaherpesvirus 6B
10359	Human betaherpesvirus 7
645161	Human bocavirus 3
37296	Human gammaherpesvirus 4
37296	Human gammaherpesvirus 8
129875	Human mastadenovirus A
130310	Human mastadenovirus D
10566	Human papillomavirus
1961924	Human papillomavirus 109
337043	Human papillomavirus 4
10618	Human papillomavirus type 10
10618	Human papillomavirus type 16
10618	Human papillomavirus type 26
10618	Human papillomavirus type 32
10618	Human papillomavirus type 34
10618	Human papillomavirus type 41
10618	Human papillomavirus type 48
10618	Human papillomavirus type 50
10618	Human papillomavirus type 60
10618	Human papillomavirus type 63
333923	Human papillomavirus type 7
333923	Human papillomavirus type 88
333923	Human papillomavirus type 90
333923	Human papillomavirus type 92
333923	Human papillomavirus type 96
10798	Human parvovirus B19
1891726	Human polyomavirus 1
1891726	Human polyomavirus 3
10632	JC polyomavirus
2845555	Macacine alphaherpesvirus 1
493803	Merkel cell polyomavirus
10279	Molluscum contagiosum virus
10244	Monkeypox virus
334204	Mupapillomavirus 1
10258	Orf virus
1678143	Orthohepevirus A
188763	Panine betaherpesvirus 2
159602	Panine gammaherpesvirus 1
159603	Pongine gammaherpesvirus 2
129726	Pseudocowpox virus
688436	Quaranfil quaranjavirus
10381	Saimiriine gammaherpesvirus 2
187984	Seal parapoxvirus
2870393	Simian virus 12
99000	Tanapox virus
68887	Torque teno virus
10245	Vaccinia virus
10255	Variola virus
35269	Woodchuck hepatitis virus
440266	WU Polyomavirus
38804	Yaba monkey tumor virus
1286213	Yellow baboon polyomavirus 2
53326	Ancylostoma ceylanicum
51022	Ancylostoma duodenale
6313	Angiostrongylus cantonensis
334426	Angiostrongylus costaricensis
6269	Anisakis simplex
723287	Anncaliia algerae
5865	Babesia bovis
32595	Babesia divergens
5868	Babesia microti
66527	Balamuthia mandrillaris
12968	Blastocystis hominis
6279	Brugia malayi
79923	Clonorchis sinensis
237895	Cryptosporidium hominis
5808	Cryptosporidium muris
5807	Cryptosporidium parvum
88456	Cyclospora cayetanensis
6287	Dirofilaria immitis
318479	Dracunculus medinensis
6210	Echinococcus granulosus
6211	Echinococcus multilocularis
27848	Echinostoma caproni
6035	Encephalitozoon cuniculi
27973	Encephalitozoon hellem
58839	Encephalitozoon intestinalis
5759	Entamoeba histolytica
51028	Enterobius vermicularis
31281	Enterocytozoon bieneusi
6192	Fasciola hepatica
75299	Gnathostoma spinigerum
5659	Leishmania amazonensis
5660	Leishmania braziliensis
