group_taxid	group_name	kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_species	taxonomy	n_blanks_present	mean_reads_blank	max_reads_blank	sum_reads_all_blanks	min_tier_blank	in_run28_blank	runs_present	prevalence	mean_reads_all_blanks	reads_run28	contamination_class	mean_rpm_blank	max_rpm_blank	std_rpm_blank	lot_batch_runs
43668	Brachybacterium	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	""	Actinomycetota|Actinomycetes|Micrococcales|Dermabacteraceae|Brachybacterium	2	1.0	1	2	1	false	15,30	0.10526315789473684	0.10526315789473684	0	SPORADIC	9.217824304579675	14.158891075650955	6.9877236402400404	""
3023517	Brachybacterium sp. GPGPB12	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp. GPGPB12	Actinomycetota|Actinomycetes|Micrococcales|Dermabacteraceae|Brachybacterium|Brachybacterium sp. GPGPB12	2	1.0	1	2	1	false	22,26	0.10526315789473684	0.10526315789473684	0	SPORADIC	8.84394419880954	12.29044786392016	4.8740922259680195	""
1545044	Paracoccus sanguinis	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus sanguinis	Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus sanguinis	2	1.0	1	2	1	false	13,23	0.10526315789473684	0.10526315789473684	0	SPORADIC	13.763067517245014	16.19302080803174	3.4364728997637206	""
41688	Lomentospora prolificans	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora prolificans	Ascomycota|Sordariomycetes|Microascales|Microascaceae|Lomentospora|Lomentospora prolificans	2	1.0	1	2	1	true	28,29	0.10526315789473684	0.10526315789473684	1	SPORADIC	3.858074224479249	4.745836714741992	1.2554857538956843	""
2508289	Pandoraea commovens	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea commovens	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea commovens	2	1.0	1	2	1	false	27,29	0.10526315789473684	0.10526315789473684	0	SPORADIC	3.4550480352109707	3.939784336205436	0.6855206510409391	""
6183	Schistosoma mansoni	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni	Platyhelminthes|Trematoda|Strigeidida|Schistosomatidae|Schistosoma|Schistosoma mansoni	2	1.0	1	2	1	false	13,16	0.10526315789473684	0.10526315789473684	0	SPORADIC	12.342837623831077	13.352561021203867	1.4279645228100368	""
34072	Variovorax	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	1	35.0	35	35	1	false	22	0.05263157894736842	1.8421052631578947	0	SPORADIC	430.1656752372057	430.1656752372057		""
2871169	Stenotrophomonas forensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas forensis	Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Stenotrophomonas|Stenotrophomonas forensis	1	16.0	16	16	2	false	22	0.05263157894736842	0.8421052631578947	0	SPORADIC	196.64716582272257	196.64716582272257		""
257708	Roseomonas gilardii	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas gilardii	Pseudomonadota|Alphaproteobacteria|Acetobacterales|Roseomonadaceae|Roseomonas|Roseomonas gilardii	1	14.0	14	14	2	false	17	0.05263157894736842	0.7368421052631579	0	SPORADIC	245.21824423737127	245.21824423737127		""
2026199	Paraburkholderia aromaticivorans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aromaticivorans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia aromaticivorans	1	12.0	12	12	2	false	33	0.05263157894736842	0.631578947368421	0	SPORADIC	41.5531170031892	41.5531170031892		""
1737425	Corynebacterium provencense	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium provencense	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium provencense	1	10.0	10	10	3	false	18	0.05263157894736842	0.5263157894736842	0	SPORADIC	55.570065517107246	55.570065517107246		""
376418	Micrococcus sp. A7	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. A7	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus sp. A7	1	10.0	10	10	3	false	22	0.05263157894736842	0.5263157894736842	0	SPORADIC	122.90447863920161	122.90447863920161		""
2748629	Bradyrhizobium quebecense	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium quebecense	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium quebecense	1	9.0	9	9	3	false	33	0.05263157894736842	0.47368421052631576	0	SPORADIC	31.1648377523919	31.1648377523919		""
208375	Bradyrhizobium sp. Pha-3	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. Pha-3	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium sp. Pha-3	1	9.0	9	9	2	false	33	0.05263157894736842	0.47368421052631576	0	SPORADIC	31.1648377523919	31.1648377523919		""
1252	Leuconostoc carnosum	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc carnosum	Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc carnosum	1	9.0	9	9	3	false	17	0.05263157894736842	0.47368421052631576	0	SPORADIC	157.64029986688152	157.64029986688152		""
1308	Streptococcus thermophilus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus	1	9.0	9	9	2	false	33	0.05263157894736842	0.47368421052631576	0	SPORADIC	31.1648377523919	31.1648377523919		""
53457	Janibacter	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter	""	Actinomycetota|Actinomycetes|Micrococcales|Intrasporangiaceae|Janibacter	1	9.0	9	9	2	false	33	0.05263157894736842	0.47368421052631576	0	SPORADIC	31.1648377523919	31.1648377523919		""
963	Herbaspirillum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum	1	8.0	8	8	2	false	22	0.05263157894736842	0.42105263157894735	0	SPORADIC	98.32358291136129	98.32358291136129		""
2028343	Rhizobium sp. 11515TR	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. 11515TR	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. 11515TR	1	8.0	8	8	3	false	33	0.05263157894736842	0.42105263157894735	0	SPORADIC	27.702078002126132	27.702078002126132		""
329	Ralstonia pickettii	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia pickettii	1	8.0	8	8	2	false	22	0.05263157894736842	0.42105263157894735	0	SPORADIC	98.32358291136129	98.32358291136129		""
2653203	Sphingomonas sp. CL5.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. CL5.1	Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas sp. CL5.1	1	7.0	7	7	2	false	33	0.05263157894736842	0.3684210526315789	0	SPORADIC	24.239318251860368	24.239318251860368		""
261302	Paraburkholderia phytofirmans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phytofirmans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia phytofirmans	1	7.0	7	7	2	false	33	0.05263157894736842	0.3684210526315789	0	SPORADIC	24.239318251860368	24.239318251860368		""
125216	Roseomonas	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	""	Pseudomonadota|Alphaproteobacteria|Acetobacterales|Roseomonadaceae|Roseomonas	1	7.0	7	7	2	false	17	0.05263157894736842	0.3684210526315789	0	SPORADIC	122.60912211868563	122.60912211868563		""
29430	Acinetobacter haemolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter haemolyticus	1	7.0	7	7	2	false	33	0.05263157894736842	0.3684210526315789	0	SPORADIC	24.239318251860368	24.239318251860368		""
242605	Luteibacter	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	""	Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Luteibacter	1	6.0	6	6	1	false	22	0.05263157894736842	0.3157894736842105	0	SPORADIC	73.74268718352097	73.74268718352097		""
36873	Paraburkholderia xenovorans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia xenovorans	1	6.0	6	6	2	false	33	0.05263157894736842	0.3157894736842105	0	SPORADIC	20.7765585015946	20.7765585015946		""
3384787	Pseudomonas sp. YH-1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. YH-1	Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. YH-1	1	6.0	6	6	3	false	17	0.05263157894736842	0.3157894736842105	0	SPORADIC	105.09353324458768	105.09353324458768		""
29382	Staphylococcus cohnii	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus cohnii	Bacillota|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus cohnii	1	6.0	6	6	2	false	22	0.05263157894736842	0.3157894736842105	0	SPORADIC	73.74268718352097	73.74268718352097		""
2303331	Solimonas sp. K1W22B-7	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	Solimonas	Solimonas sp. K1W22B-7	Pseudomonadota|Gammaproteobacteria|Nevskiales|Nevskiaceae|Solimonas|Solimonas sp. K1W22B-7	1	6.0	6	6	2	false	29	0.05263157894736842	0.3157894736842105	0	SPORADIC	17.821870405299034	17.821870405299034		""
32002	Achromobacter denitrificans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter denitrificans	1	6.0	6	6	2	false	29	0.05263157894736842	0.3157894736842105	0	SPORADIC	17.821870405299034	17.821870405299034		""
1280	Staphylococcus aureus	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Bacillota|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	1	6.0	6	6	2	false	33	0.05263157894736842	0.3157894736842105	0	SPORADIC	20.7765585015946	20.7765585015946		""
555317	Phyllobacterium meliloti	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium meliloti	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium meliloti	1	6.0	6	6	2	false	29	0.05263157894736842	0.3157894736842105	0	SPORADIC	17.821870405299034	17.821870405299034		""
323620	Shinella	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella	""	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Shinella	1	6.0	6	6	2	false	33	0.05263157894736842	0.3157894736842105	0	SPORADIC	20.7765585015946	20.7765585015946		""
147802	Lactobacillus iners	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus iners	1	6.0	6	6	2	false	20	0.05263157894736842	0.3157894736842105	0	SPORADIC	78.21462091980395	78.21462091980395		""
2267833	Rhizobium oryzihabitans	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium oryzihabitans	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium oryzihabitans	1	6.0	6	6	2	false	33	0.05263157894736842	0.3157894736842105	0	SPORADIC	20.7765585015946	20.7765585015946		""
2047	Rothia dentocariosa	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Rothia|Rothia dentocariosa	1	6.0	6	6	1	false	30	0.05263157894736842	0.3157894736842105	0	SPORADIC	25.660545201050372	25.660545201050372		""
2072503	Actinoalloteichus sp. AHMU CJ021	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus sp. AHMU CJ021	Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus sp. AHMU CJ021	1	5.0	5	5	3	false	13	0.05263157894736842	0.2631578947368421	0	SPORADIC	56.66557113229145	56.66557113229145		""
470	Acinetobacter baumannii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii	1	5.0	5	5	2	false	15	0.05263157894736842	0.2631578947368421	0	SPORADIC	70.79445537825477	70.79445537825477		""
517	Bordetella	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella	1	5.0	5	5	2	false	29	0.05263157894736842	0.2631578947368421	0	SPORADIC	14.85155867108253	14.85155867108253		""
867595	Porphyromonas pogonae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pogonae	Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas pogonae	1	5.0	5	5	3	false	33	0.05263157894736842	0.2631578947368421	0	SPORADIC	17.313798751328832	17.313798751328832		""
415229	Pseudoxanthomonas spadix	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	Pseudoxanthomonas spadix	Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Pseudoxanthomonas|Pseudoxanthomonas spadix	1	5.0	5	5	3	false	17	0.05263157894736842	0.2631578947368421	0	SPORADIC	87.57794437048973	87.57794437048973		""
2734912	Bradyrhizobium denitrificans	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium denitrificans	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium denitrificans	1	5.0	5	5	3	false	31	0.05263157894736842	0.2631578947368421	0	SPORADIC	24.234786612703875	24.234786612703875		""
238749	Diaphorobacter	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Diaphorobacter	1	5.0	5	5	3	false	17	0.05263157894736842	0.2631578947368421	0	SPORADIC	87.57794437048973	87.57794437048973		""
56946	Afipia broomeae	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia broomeae	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Afipia|Afipia broomeae	1	5.0	5	5	2	false	29	0.05263157894736842	0.2631578947368421	0	SPORADIC	14.85155867108253	14.85155867108253		""
1852390	Corynebacterium fournieri	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium fournieri	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium fournieri	1	5.0	5	5	2	false	16	0.05263157894736842	0.2631578947368421	0	SPORADIC	66.76280510601934	66.76280510601934		""
36809	Mycobacteroides abscessus	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus	Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycobacteroides|Mycobacteroides abscessus	1	5.0	5	5	2	false	29	0.05263157894736842	0.2631578947368421	0	SPORADIC	14.85155867108253	14.85155867108253		""
60548	Paraburkholderia graminis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia graminis	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia graminis	1	5.0	5	5	3	false	33	0.05263157894736842	0.2631578947368421	0	SPORADIC	17.313798751328832	17.313798751328832		""
195105	Haematobacter massiliensis	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Haematobacter	Haematobacter massiliensis	Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Haematobacter|Haematobacter massiliensis	1	5.0	5	5	1	false	22	0.05263157894736842	0.2631578947368421	0	SPORADIC	61.45223931960081	61.45223931960081		""
3069708	Brachybacterium sp. GU-2	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp. GU-2	Actinomycetota|Actinomycetes|Micrococcales|Dermabacteraceae|Brachybacterium|Brachybacterium sp. GU-2	1	5.0	5	5	2	false	15	0.05263157894736842	0.2631578947368421	0	SPORADIC	70.79445537825477	70.79445537825477		""
161899	Corynebacterium singulare	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium singulare	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium singulare	1	5.0	5	5	2	false	27	0.05263157894736842	0.2631578947368421	0	SPORADIC	19.69892168102718	19.69892168102718		""
3074437	Paraburkholderia sp. FT54	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. FT54	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. FT54	1	5.0	5	5	2	false	33	0.05263157894736842	0.2631578947368421	0	SPORADIC	17.313798751328832	17.313798751328832		""
501783	Cloacibacterium	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	""	Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Cloacibacterium	1	4.0	4	4	2	false	29	0.05263157894736842	0.21052631578947367	0	SPORADIC	11.881246936866024	11.881246936866024		""
1827195	Caballeronia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Caballeronia	1	4.0	4	4	2	false	32	0.05263157894736842	0.21052631578947367	0	SPORADIC	20.45606803688229	20.45606803688229		""
2560650	Gorganvirus isfahan	Viruses	Uroviricota	Caudoviricetes	""	""	Gorganvirus	Gorganvirus isfahan	Uroviricota|Caudoviricetes|Gorganvirus|Gorganvirus isfahan	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
1303	Streptococcus oralis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis	1	4.0	4	4	2	false	31	0.05263157894736842	0.21052631578947367	0	SPORADIC	19.3878292901631	19.3878292901631		""
36805	Microbacterium aurum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium aurum	Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium aurum	1	4.0	4	4	2	false	29	0.05263157894736842	0.21052631578947367	0	SPORADIC	11.881246936866024	11.881246936866024		""
398	Rhizobium tropici	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium tropici	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
3374551	Caulobacter sp. UC70_42	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. UC70_42	Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter sp. UC70_42	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
1325120	Bradyrhizobium sp. CCBAU 53421	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. CCBAU 53421	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium sp. CCBAU 53421	1	4.0	4	4	2	false	30	0.05263157894736842	0.21052631578947367	0	SPORADIC	17.107030134033582	17.107030134033582		""
234	Brucella	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	""	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae|Brucella	1	4.0	4	4	2	false	17	0.05263157894736842	0.21052631578947367	0	SPORADIC	70.06235549639179	70.06235549639179		""
1926494	Paraburkholderia sp. SOS3	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. SOS3	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. SOS3	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
69665	Caulobacter sp. FWC26	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter sp. FWC26	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
1404411	Bradyrhizobium septentrionale	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium septentrionale	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium septentrionale	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
190721	Ralstonia insidiosa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia insidiosa	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia insidiosa	1	4.0	4	4	2	false	30	0.05263157894736842	0.21052631578947367	0	SPORADIC	17.107030134033582	17.107030134033582		""
1646122	Sphingomonas zeae	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas zeae	Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas zeae	1	4.0	4	4	2	false	22	0.05263157894736842	0.21052631578947367	0	SPORADIC	49.16179145568064	49.16179145568064		""
384	Rhizobium leguminosarum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium leguminosarum	1	4.0	4	4	2	false	33	0.05263157894736842	0.21052631578947367	0	SPORADIC	13.851039001063066	13.851039001063066		""
1298	Deinococcus	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	""	Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus	1	4.0	4	4	2	false	20	0.05263157894736842	0.21052631578947367	0	SPORADIC	52.14308061320263	52.14308061320263		""
1198980	Pbunavirus	Viruses	Uroviricota	Caudoviricetes	""	Lindbergviridae	Pbunavirus	""	Uroviricota|Caudoviricetes|Lindbergviridae|Pbunavirus	1	4.0	4	4	2	false	17	0.05263157894736842	0.21052631578947367	0	SPORADIC	70.06235549639179	70.06235549639179		""
38302	Corynebacterium mycetoides	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium mycetoides	1	3.0	3	3	2	false	30	0.05263157894736842	0.15789473684210525	0	SPORADIC	12.830272600525186	12.830272600525186		""
307486	Tepidimonas taiwanensis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	""	Tepidimonas	Tepidimonas taiwanensis	Pseudomonadota|Betaproteobacteria|Burkholderiales|Tepidimonas|Tepidimonas taiwanensis	1	3.0	3	3	2	false	13	0.05263157894736842	0.15789473684210525	0	SPORADIC	33.99934267937486	33.99934267937486		""
13689	Sphingomonas paucimobilis	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas paucimobilis	Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas paucimobilis	1	3.0	3	3	2	false	22	0.05263157894736842	0.15789473684210525	0	SPORADIC	36.871343591760485	36.871343591760485		""
