group_taxid	group_name	kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_species	taxonomy	n_blanks_present	mean_reads_blank	max_reads_blank	sum_reads_all_blanks	min_tier_blank	in_run28_blank	runs_present	prevalence	mean_reads_all_blanks	reads_run28	contamination_class	mean_rpm_blank	max_rpm_blank	std_rpm_blank	lot_batch_runs
359	Rhizobium rhizogenes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizogenes	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium rhizogenes	3	5.0	7	15	2	false	29,31,33	0.15789473684210525	0.7894736842105263	0	REAGENT	17.877249630188405	24.239318251860368	5.511902522457555	""
292	Burkholderia cepacia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia	3	4.666666666666667	7	14	1	false	29,30,33	0.15789473684210525	0.7368421052631579	0	REAGENT	16.316945929750528	24.239318251860368	6.877365035765513	""
3136564	Paraburkholderia sp. IMGN_8	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. IMGN_8	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sp. IMGN_8	3	4.333333333333333	7	13	1	false	30,31,33	0.15789473684210525	0.6842105263157894	0	REAGENT	17.203487606669295	24.239318251860368	6.1529441895352575	""
2795216	Rhizobium sp. AB2/73	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. AB2/73	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. AB2/73	3	4.333333333333333	6	13	2	false	30,32,33	0.15789473684210525	0.6842105263157894	0	REAGENT	19.121804552303896	30.684102055323432	10.026242250831846	""
1287737	Achromobacter anxifer	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter anxifer	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter anxifer	3	4.333333333333333	6	13	2	true	28,29,30	0.15789473684210525	0.6842105263157894	6	REAGENT	18.164328541711686	28.475020288451958	9.824803624159028	""
89065	Pseudomonas abietaniphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas abietaniphila	Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas abietaniphila	3	4.333333333333333	6	13	2	false	17,18,20	0.15789473684210525	0.6842105263157894	0	REAGENT	50.996471249646895	78.21462091980395	28.025475173405667	""
1389932	Achromobacter pulmonis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter pulmonis	3	4.0	6	12	2	true	27,28,29	0.15789473684210525	0.631578947368421	6	REAGENT	16.401769499905928	28.475020288451958	10.556384891896547	""
507	Alcaligenes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	""	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes	3	3.6666666666666665	5	11	2	false	29,30,33	0.15789473684210525	0.5789473684210527	0	REAGENT	13.561000706996266	21.383787667541977	6.814883214825654	""
44008	Enterococcus cecorum	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum	Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus cecorum	3	3.6666666666666665	4	11	2	false	16,18,20	0.15789473684210525	0.5789473684210527	0	REAGENT	40.74144811771676	53.41024408481547	20.855228855019764	""
199592	Microbacterium paraoxydans	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paraoxydans	Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium paraoxydans	3	3.3333333333333335	4	10	2	false	13,23,29	0.15789473684210525	0.5263157894736842	0	REAGENT	31.486550680112032	48.57906242409521	18.47750005025975	""
2004710	Cloacibacterium caeni	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Cloacibacterium caeni	Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Cloacibacterium|Cloacibacterium caeni	3	3.3333333333333335	4	10	2	false	13,16,25	0.15789473684210525	0.5263157894736842	0	REAGENT	32.40012997880352	53.41024408481547	21.853649977248615	""
3445672	Microbacterium sp. CJ88	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. CJ88	Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium sp. CJ88	3	7.666666666666667	13	23	2	true	28,29,30	0.15789473684210525	1.2105263157894737	13	RUN_BATCH	32.20825927699284	61.6958772916459	25.53952742880973	""
72557	Achromobacter ruhlandii	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter ruhlandii	2	5.0	6	10	2	true	28,29	0.10526315789473684	0.5263157894736842	6	RUN_BATCH	20.17813361265899	28.475020288451958	11.733569662379038	""
217203	Achromobacter spanius	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter spanius	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter spanius	2	5.0	7	10	2	true	28,30	0.10526315789473684	0.5263157894736842	7	RUN_BATCH	23.025564801859566	33.22085700319395	14.418320503483729	""
666	Vibrio cholerae	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae	1	4.0	4	4	2	true	28	0.05263157894736842	0.21052631578947367	4	RUN_BATCH	18.98334685896797	18.98334685896797		""
1296	Mammaliicoccus sciuri	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus sciuri	Bacillota|Bacilli|Bacillales|Staphylococcaceae|Mammaliicoccus|Mammaliicoccus sciuri	1	3.0	3	3	2	true	28	0.05263157894736842	0.15789473684210525	3	RUN_BATCH	14.237510144225979	14.237510144225979		""
3060174	Lymphocryptovirus macacinegamma13	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Lymphocryptovirus	Lymphocryptovirus macacinegamma13	Peploviricota|Herviviricetes|Herpesvirales|Orthoherpesviridae|Lymphocryptovirus|Lymphocryptovirus macacinegamma13	1	3.0	3	3	2	true	28	0.05263157894736842	0.15789473684210525	3	RUN_BATCH	14.237510144225979	14.237510144225979		""
152500	Burkholderia dolosa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia dolosa	1	3.0	3	3	2	true	28	0.05263157894736842	0.15789473684210525	3	RUN_BATCH	14.237510144225979	14.237510144225979		""
3047478	Achromobacter seleniivolatilans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter seleniivolatilans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter seleniivolatilans	1	1.0	1	1	1	true	28	0.05263157894736842	0.05263157894736842	1	RUN_BATCH	4.745836714741992	4.745836714741992		""
5052	Aspergillus	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	""	Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus	1	1.0	1	1	1	true	28	0.05263157894736842	0.05263157894736842	1	RUN_BATCH	4.745836714741992	4.745836714741992		""
6185	Schistosoma haematobium	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma haematobium	Platyhelminthes|Trematoda|Strigeidida|Schistosomatidae|Schistosoma|Schistosoma haematobium	1	1.0	1	1	1	true	28	0.05263157894736842	0.05263157894736842	1	RUN_BATCH	4.745836714741992	4.745836714741992		""
566027	Micrococcus yunnanensis	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus yunnanensis	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus yunnanensis	2	46.5	49	93	1	false	22,23	0.10526315789473684	4.894736842105263	0	SPORADIC	667.1188628030211	793.4580195935553	178.6705489919543	""
1179670	Micrococcus sp. KBS0714	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. KBS0714	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus sp. KBS0714	2	15.5	16	31	2	false	22,23	0.10526315789473684	1.631578947368421	0	SPORADIC	221.72252544365512	259.08833292850784	52.84323171410082	""
244734	Bradyrhizobium betae	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium betae	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium betae	2	9.0	13	18	1	false	30,33	0.10526315789473684	0.9473684210526315	0	SPORADIC	33.19983221049847	45.01587675345497	16.71041044625368	""
2804917	Corynebacterium pseudokroppenstedtii	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudokroppenstedtii	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium pseudokroppenstedtii	2	9.0	14	18	1	false	13,30	0.10526315789473684	0.9473684210526315	0	SPORADIC	52.60353118747534	59.87460546911753	10.282851862120596	""
2754694	Chryseobacterium manosquense	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium manosquense	Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium manosquense	2	8.0	14	16	1	false	17,33	0.10526315789473684	0.8421052631578947	0	SPORADIC	41.75490712595831	48.478636503720736	9.50878927575803	""
68569	Sphingomonas leidyi	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas leidyi	Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas leidyi	2	6.5	10	13	2	false	16,22	0.10526315789473684	0.6842105263157894	0	SPORADIC	81.4810808514066	122.90447863920161	58.581530951075365	""
256821	Gulosibacter molinativorax	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Gulosibacter	Gulosibacter molinativorax	Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Gulosibacter|Gulosibacter molinativorax	2	6.0	7	12	2	false	22,23	0.10526315789473684	0.631578947368421	0	SPORADIC	87.40169248791149	113.35114565622217	36.69806860679045	""
3140245	Bradyrhizobium sp. B124	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. B124	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium sp. B124	2	6.0	6	12	2	false	29,33	0.10526315789473684	0.631578947368421	0	SPORADIC	19.299214453446815	20.7765585015946	2.0892799891817666	""
936902	Micrococcus sp. MG-2010-D12	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. MG-2010-D12	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus sp. MG-2010-D12	2	6.0	7	12	3	false	22,23	0.10526315789473684	0.631578947368421	0	SPORADIC	87.40169248791149	113.35114565622217	36.69806860679045	""
3410088	Bradyrhizobium sp. B120	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. B120	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium sp. B120	2	6.0	8	12	2	false	30,33	0.10526315789473684	0.631578947368421	0	SPORADIC	22.404554068079857	27.702078002126132	7.491830194524315	""
1833	Rhodococcus erythropolis	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Rhodococcus|Rhodococcus erythropolis	2	5.5	8	11	2	false	16,33	0.10526315789473684	0.5789473684210527	0	SPORADIC	33.87988053286887	40.0576830636116	8.736732124639204	""
1231063	Microbacterium gorillae	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium gorillae	Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium gorillae	2	5.5	6	11	2	false	22,23	0.10526315789473684	0.5789473684210527	0	SPORADIC	79.30518208389562	97.15812484819043	25.247873785536335	""
33028	Staphylococcus saccharolyticus	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	Bacillota|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus saccharolyticus	2	5.5	6	11	1	true	28,33	0.10526315789473684	0.5789473684210527	5	SPORADIC	22.252871037652284	23.729183573709964	2.087821210794194	""
1353891	Achromobacter deleyi	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter deleyi	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter deleyi	2	5.5	6	11	3	true	28,29	0.10526315789473684	0.5789473684210527	5	SPORADIC	20.7755269895045	23.729183573709964	4.177101199975958	""
68895	Cupriavidus basilensis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus basilensis	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus basilensis	2	5.0	6	10	2	false	31,33	0.10526315789473684	0.5263157894736842	0	SPORADIC	21.46639146815386	29.08174393524465	10.769734741211208	""
28037	Streptococcus mitis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mitis	2	5.0	6	10	2	false	29,33	0.10526315789473684	0.5263157894736842	0	SPORADIC	15.836454703181051	17.821870405299034	2.8078018128837545	""
87883	Burkholderia multivorans	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia multivorans	2	5.0	7	10	2	false	31,33	0.10526315789473684	0.5263157894736842	0	SPORADIC	19.390095109741345	24.239318251860368	6.857837134558196	""
1872431	Algiphilus sp.	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Algiphilaceae	Algiphilus	Algiphilus sp.	Pseudomonadota|Gammaproteobacteria|Nevskiales|Algiphilaceae|Algiphilus|Algiphilus sp.	2	4.5	6	9	2	false	29,33	0.10526315789473684	0.47368421052631576	0	SPORADIC	14.84374685212206	20.7765585015946	8.39026269768916	""
475	Moraxella	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	""	Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Moraxella	2	4.5	6	9	2	false	13,33	0.10526315789473684	0.47368421052631576	0	SPORADIC	27.38795059048473	33.99934267937486	9.34992035827461	""
1761016	Paraburkholderia caffeinilytica	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caffeinilytica	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia caffeinilytica	2	4.5	5	9	2	false	30,33	0.10526315789473684	0.47368421052631576	0	SPORADIC	17.210414442681206	17.313798751328832	0.14620749142603848	""
83262	Mycobacteroides immunogenum	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides immunogenum	Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycobacteroides|Mycobacteroides immunogenum	2	4.5	6	9	2	false	29,31	0.10526315789473684	0.47368421052631576	0	SPORADIC	18.996339568947082	29.08174393524465	14.262915636834848	""
1173583	Mucilaginibacter sabulilitoris	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sabulilitoris	Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter sabulilitoris	2	4.5	5	9	2	false	32,33	0.10526315789473684	0.47368421052631576	0	SPORADIC	18.88493339410556	20.45606803688229	2.2219199201290563	""
38304	Corynebacterium tuberculostearicum	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium tuberculostearicum	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium tuberculostearicum	2	4.5	6	9	2	false	15,26	0.10526315789473684	0.47368421052631576	0	SPORADIC	50.57283402750125	84.95334645390574	48.62138695475796	""
43675	Rothia mucilaginosa	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Rothia|Rothia mucilaginosa	2	4.5	5	9	2	false	18,33	0.10526315789473684	0.47368421052631576	0	SPORADIC	20.818035879808345	27.785032758553623	9.852821474932595	""
147645	Paracoccus yeei	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus yeei	Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus yeei	2	4.0	5	8	2	false	15,25	0.10526315789473684	0.42105263157894735	0	SPORADIC	40.292629275237495	70.79445537825477	43.136096152032714	""
88688	Caulobacter segnis	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis	Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter segnis	2	4.0	4	8	2	false	30,33	0.10526315789473684	0.42105263157894735	0	SPORADIC	15.479034567548325	17.107030134033582	2.3023334096067223	""
558537	Delftia lacustris	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia lacustris	Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia lacustris	2	4.0	5	8	1	true	27,28	0.10526315789473684	0.42105263157894735	3	SPORADIC	16.96821591262658	19.69892168102718	3.861801132522573	""
40215	Acinetobacter junii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii	Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter junii	2	4.0	7	8	1	false	20,33	0.10526315789473684	0.42105263157894735	0	SPORADIC	18.637544202580514	24.239318251860368	7.922104833841221	""
1343	Streptococcus vestibularis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus vestibularis	2	4.0	4	8	2	false	18,25	0.10526315789473684	0.42105263157894735	0	SPORADIC	17.641215218234933	22.228026206842898	6.486730308131326	""
82633	Cupriavidus pauculus	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus pauculus	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus pauculus	2	4.0	4	8	1	false	16,20	0.10526315789473684	0.42105263157894735	0	SPORADIC	52.776662349009044	53.41024408481547	0.8960198836493235	""
3101753	Micrococcus sp. HOU01	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. HOU01	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus sp. HOU01	2	4.0	4	8	2	false	22,23	0.10526315789473684	0.42105263157894735	0	SPORADIC	56.9669373439038	64.77208323212696	11.038143171425789	""
2913503	Corynebacterium marquesiae	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium marquesiae	Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium marquesiae	2	4.0	5	8	2	false	17,25	0.10526315789473684	0.42105263157894735	0	SPORADIC	34.43238595466377	52.54676662229384	25.617602814151436	""
2854036	Nitratireductor rhodophyticola	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor rhodophyticola	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Nitratireductor|Nitratireductor rhodophyticola	2	4.0	5	8	2	false	29,33	0.10526315789473684	0.42105263157894735	0	SPORADIC	13.112366976989176	17.313798751328832	5.9417217966564	""
1379	Gemella haemolysans	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella haemolysans	Bacillota|Bacilli|Bacillales|Gemellaceae|Gemella|Gemella haemolysans	2	3.5	4	7	2	false	27,31	0.10526315789473684	0.3684210526315789	0	SPORADIC	15.150004656222034	15.759137344821744	0.8614437095024964	""
155892	Caulobacter vibrioides	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter vibrioides	2	3.5	4	7	2	false	31,33	0.10526315789473684	0.3684210526315789	0	SPORADIC	14.195955484342695	14.540871967622325	0.4877855685400845	""
2282523	Methylorubrum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	""	Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Methylobacteriaceae|Methylorubrum	2	3.5	4	7	2	false	30,33	0.10526315789473684	0.3684210526315789	0	SPORADIC	13.340655800794126	13.851039001063066	0.7217908438277186	""
1883	Streptomyces	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	""	Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces	2	3.5	4	7	2	false	18,23	0.10526315789473684	0.3684210526315789	0	SPORADIC	40.721551443629565	64.77208323212696	34.012588237578264	""
75309	Rhodanobacter	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	""	Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Rhodanobacter	2	3.5	4	7	2	false	29,33	0.10526315789473684	0.3684210526315789	0	SPORADIC	11.380987101856292	13.851039001063066	3.493180895623642	""
35703	Citrobacter amalonaticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus	Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter amalonaticus	2	3.0	3	6	2	false	21,30	0.10526315789473684	0.3157894736842105	0	SPORADIC	16.97844219247462	21.126611784424053	5.8663976959585575	""
41275	Brevundimonas	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	""	Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	2	3.0	3	6	2	false	30,32	0.10526315789473684	0.3157894736842105	0	SPORADIC	14.086161814093451	15.342051027661716	1.776095558666321	""
1881016	Achromobacter sp. MFA1 R4	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. MFA1 R4	Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter sp. MFA1 R4	2	3.0	3	6	2	false	27,30	0.10526315789473684	0.3157894736842105	0	SPORADIC	12.324812804570747	12.830272600525186	0.7148280986731047	""
480036	Nocardia blacklockiae	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia blacklockiae	Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Nocardia|Nocardia blacklockiae	2	3.0	3	6	2	false	18,30	0.10526315789473684	0.3157894736842105	0	SPORADIC	14.75064612782868	16.671019655132174	2.715818287134861	""
2762331	Dermacoccus sp. PAMC28757	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Dermacoccus	Dermacoccus sp. PAMC28757	Actinomycetota|Actinomycetes|Micrococcales|Dermacoccaceae|Dermacoccus|Dermacoccus sp. PAMC28757	2	2.5	4	5	1	false	13,17	0.10526315789473684	0.2631578947368421	0	SPORADIC	40.69773486142504	70.06235549639179	41.52784475591083	""
3142261	Micrococcus sp. 2A	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. 2A	Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus sp. 2A	2	2.5	3	5	1	false	22,23	0.10526315789473684	0.2631578947368421	0	SPORADIC	34.628692603911986	36.871343591760485	3.1715874426847743	""
60550	Burkholderia pyrrocinia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pyrrocinia	Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pyrrocinia	2	2.0	3	4	1	false	32,33	0.10526315789473684	0.21052631578947367	0	SPORADIC	7.751148130008936	10.3882792507973	3.7294665967750653	""
2282124	Stenotrophomonas sp. ASS1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas sp. ASS1	Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Stenotrophomonas|Stenotrophomonas sp. ASS1	2	1.5	2	3	1	false	27,29	0.10526315789473684	0.15789473684210525	0	SPORADIC	4.940203902319224	5.940623468433012	1.414806918461526	""
5506	Fusarium	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	""	Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium	2	1.5	2	3	1	false	29,31	0.10526315789473684	0.15789473684210525	0	SPORADIC	6.332113189649029	9.69391464508155	4.7543052122782825	""
